0.491747 0.347689 0.00333653
0.4951 0.343236 0.00336894
0.498485 0.33881 0.0034019
0.501904 0.33441 0.0034354
0.505356 0.330037 0.00346947
0.508843 0.325691 0.00350411
0.512365 0.321373 0.00353935
0.515922 0.317081 0.00357518
0.519515 0.312817 0.00361163
0.523146 0.308581 0.00364871
0.526813 0.304372 0.00368644
0.530519 0.300191 0.00372482
0.534263 0.296038 0.00376388
0.538047 0.291913 0.00380363
0.541871 0.287817 0.00384408
0.545735 0.283748 0.00388526
0.549642 0.279708 0.00392718
0.55359 0.275697 0.00396985
0.557582 0.271714 0.0040133
0.561617 0.26776 0.00405755
0.565697 0.263835 0.00410261
0.569823 0.259939 0.0041485
0.573995 0.256072 0.00419525
0.578214 0.252234 0.00424288
0.582481 0.248426 0.0042914
0.586797 0.244647 0.00434084
0.591163 0.240897 0.00439122
0.59558 0.237177 0.00444257
0.600049 0.233486 0.00449491
0.60457 0.229825 0.00454827
0.609146 0.226194 0.00460268
0.613776 0.222593 0.00465815
0.618463 0.219022 0.00471473
0.623206 0.215481 0.00477243
0.628008 0.211969 0.00483129
0.632869 0.208488 0.00489134
0.637791 0.205037 0.0049526
0.642775 0.201617 0.00501513
0.647822 0.198227 0.00507894
0.652934 0.194867 0.00514408
0.658111 0.191537 0.00521057
0.663355 0.188238 0.00527847
0.668669 0.184969 0.0053478
0.674052 0.181731 0.00541861
0.679507 0.178524 0.00549094
0.685034 0.175347 0.00556484
0.690637 0.172201 0.00564034
0.696316 0.169086 0.0057175
0.702073 0.166001 0.00579637
0.70791 0.162947 0.00587699
0.713828 0.159924 0.00595942
0.719829 0.156932 0.00604371
0.725916 0.15397 0.00612992
0.73209 0.151039 0.00621811
0.738353 0.148139 0.00630833
0.744708 0.14527 0.00640065
0.751156 0.142432 0.00649514
0.757699 0.139625 0.00659186
0.764341 0.136849 0.00669089
0.771082 0.134103 0.0067923
0.777927 0.131388 0.00689616
0.784876 0.128704 0.00700255
0.791933 0.126051 0.00711156
0.7991 0.123429 0.00722328
0.806381 0.120838 0.00733779
0.813777 0.118277 0.00745518
0.821293 0.115748 0.00757556
0.82893 0.113249 0.00769903
0.836692 0.11078 0.00782569
0.844583 0.108343 0.00795565
0.852605 0.105936 0.00808903
0.860763 0.10356 0.00822596
0.869059 0.101214 0.00836654
0.877498 0.0988989 0.00851093
0.886083 0.0966142 0.00865925
0.894818 0.0943601 0.00881166
0.903708 0.0921363 0.00896829
0.912757 0.089943 0.00912931
0.921969 0.0877799 0.00929488
0.931349 0.085647 0.00946519
0.940902 0.0835444 0.0096404
0.950633 0.0814718 0.0098207
0.960546 0.0794293 0.0100063
0.970648 0.0774168 0.0101974
0.980944 0.0754342 0.0103943
0.99144 0.0734814 0.0105971
1.00214 0.0715584 0.0108061
1.01305 0.069665 0.0110215
1.02419 0.0678012 0.0112437
1.03555 0.0659669 0.0114729
1.04714 0.064162 0.0117094
1.05897 0.0623864 0.0119535
1.07105 0.06064 0.0122055
1.08338 0.0589227 0.0124659
1.09598 0.0572344 0.0127349
1.10886 0.055575 0.0130129
1.12201 0.0539444 0.0133005
1.13546 0.0523424 0.0135979
1.14922 0.050769 0.0139057
1.16328 0.049224 0.0142243
1.17767 0.0477073 0.0145543
1.19239 0.0462188 0.0148962
1.20747 0.0447583 0.0152505
1.2229 0.0433257 0.015618
1.23871 0.0419209 0.0159992
1.25491 0.0405437 0.0163948
1.27151 0.039194 0.0168057
1.28853 0.0378716 0.0172325
1.30598 0.0365764 0.0176761
1.32389 0.0353083 0.0181374
1.34227 0.034067 0.0186174
1.36113 0.0328524 0.019117
1.38051 0.0316643 0.0196374
1.40042 0.0305026 0.0201798
1.42088 0.0293672 0.0207453
1.44192 0.0282577 0.0213353
1.46357 0.0271741 0.0219513
1.48584 0.0261161 0.0225949
1.50877 0.0250836 0.0232675
1.53239 0.0240764 0.0239711
1.55673 0.0230943 0.0247077
1.58182 0.022137 0.0254791
1.60771 0.0212045 0.0262878
1.63442 0.0202964 0.0271361
1.662 0.0194125 0.0280267
1.69049 0.0185527 0.0289625
1.71995 0.0177168 0.0299465
1.75041 0.0169044 0.030982
1.78194 0.0161154 0.0320729
1.81459 0.0153496 0.033223
1.84842 0.0146067 0.0344369
1.8835 0.0138864 0.0357191
1.91989 0.0131886 0.0370751
1.95769 0.0125129 0.0385105
1.99696 0.0118592 0.0400317
2.03779 0.0112271 0.0416456
2.0803 0.0106164 0.04336
2.12457 0.0100269 0.0451833
2.17072 0.00945819 0.047125
2.21888 0.0089101 0.0491957
2.26918 0.00838231 0.0514068
2.32177 0.00787455 0.0537715
2.37681 0.00738651 0.0563042
2.43447 0.00691791 0.0590214
2.49496 0.00646845 0.0619414
2.55847 0.00603781 0.0650848
2.62525 0.00562569 0.068475
2.69556 0.00523177 0.0721386
2.76968 0.00485572 0.0761058
2.84794 0.00449723 0.0804111
2.93069 0.00415596 0.085094
3.01834 0.00383157 0.0902
3.11133 0.00352372 0.0957816
3.21017 0.00323205 0.1019
3.31543 0.00295622 0.108626
3.42776 0.00269585 0.116043
3.54791 0.00245059 0.124249
3.67671 0.00222006 0.133359
3.81515 0.00200388 0.143513
3.96435 0.00180166 0.154876
4.12561 0.001613 0.167647
4.30046 0.00143752 0.182068
4.49072 0.00127479 0.198439
4.6985 0.00112441 0.217125
4.92636 0.000985959 0.238587
5.17735 0.000859003 0.263401
5.4552 0.000743108 0.292304
5.76448 0.000637829 0.326247
6.11084 0.000542715 0.366474
6.50139 0.000457306 0.414639
6.9452 0.000381134 0.472977
7.45398 0.000313721 0.544569
8.04314 0.000254582 0.63376
8.73344 0.000203222 0.746832
9.55343 0.000159137 0.893148
